Disease	Acc_Id	Annotations	Annotated Genes	Strains	Matched By
Primrose syndrome	DOID:9001681	1	Zbtb20(1560387 - Rat)		term
Progeria	DOID:3911	19	Ank3(620157 - Rat);Banf1(620662 - Rat);Eef1e1(1311056 - Rat);Eif1ad(1304686 - Rat);Ercc4(1560340 - Rat);Gh1(2686 - Rat);Igf1(2868 - Rat);Lmna(620456 - Rat);Mtx2(1306473 - Rat);Pdgfrb(3285 - Rat);Pold1(621839 - Rat);Polr3a(1305574 - Rat);Pycr1(1307863 - Rat);Sirt6(1305216 - Rat);Slc25a24(1311982 - Rat);Sprtn(1559496 - Rat);Sun1(1359142 - Rat);Vcpip1(708520 - Rat);Zmpste24(1305570 - Rat)		term
Progressive bifocal chorioretinal atrophy	DOID:9009010	0			term
Progressive deafness with stapes fixation	DOID:9004516	0			term
Progressive external ophthalmoplegia	HP:0000590	0			term
Progressive familial intrahepatic cholestasis	DOID:0070221	12	Abcb11(619930 - Rat);Abcb4(620248 - Rat);Atp8b1(1308488 - Rat);Kif12(1308487 - Rat);Myo5b(621347 - Rat);Nr1h4(628831 - Rat);Sema7a(1305192 - Rat);Slc51a(1311100 - Rat);Tjp2(619807 - Rat);Usp53(1306615 - Rat);Vps33b(620644 - Rat);Zfyve19(1561576 - Rat)		term
Progressive multifocal leukoencephalopathy	DOID:643	1	Nefl(621458 - Rat)		term
Progressive muscular atrophy	DOID:318	1	Capn3(2269 - Rat)		term
Progressive myoclonus epilepsy	DOID:891	104	Afg3l2(1305259 - Rat);Agpat3(1305787 - Rat);Antxr2(1561294 - Rat);Armc6(1306691 - Rat);Art3(628833 - Rat);Asah1(621568 - Rat);Atn1(61832 - Rat);Borcs8(1582941 - Rat);Ccdc158(1308523 - Rat);Cdkl2(1309625 - Rat);Cers1(1305974 - Rat);Chd2(1310056 - Rat);Cln3(1359537 - Rat);Cln5(1306965 - Rat);Cln6(1309714 - Rat);Comp(2378 - Rat);Cope(1306785 - Rat);Csrp3(71092 - Rat);Cstb(2435 - Rat);Cxcl10(620209 - Rat);Cxcl11(727827 - Rat);Cxcl9(628798 - Rat);Ddx49(1311124 - Rat);Dnajc5(620516 - Rat);Epm2a(71047 - Rat);Fam47e(1585459 - Rat);Fbxl3(1305660 - Rat);G3bp2(1309571 - Rat);Gatd3a(1303003 - Rat);Gdf1(1304678 - Rat);Gosr2(62079 - Rat);Gtf2h1(1308225 - Rat);Homer3(620706 - Rat);Hps5(1311916 - Rat);Hsf2bp(1565879 - Rat);Igsf22(11452860 - Rat);Il1a(2890 - Rat);Il1b(2891 - Rat);Kcnc1(2955 - Rat);Kcnq1(621503 - Rat);Kctd7(1582914 - Rat);Ldha(2996 - Rat);Ldhc(69366 - Rat);Lmnb2(1563803 - Rat);Mef2b(1561733 - Rat);Mfsd8(1310132 - Rat);Mrgprb2(1591915 - Rat);Mrgprx1(632284 - Rat);Mrgprx2(738048 - Rat);Mrgprx3(632282 - Rat);Mt-nd5(620560 - Rat);Myod1(631429 - Rat);Naaa(1307267 - Rat);Neu1(3163 - Rat);Nhlrc1(735081 - Rat);Nr2c2ap(1561190 - Rat);Nup54(619926 - Rat);Odaph(6489816 - Rat);Optn(628886 - Rat);Otog(1306610 - Rat);Ppef2(1307093 - Rat);Ppt1(61994 - Rat);Prdm8(1311628 - Rat);Prickle1(735090 - Rat);Prickle2(1306723 - Rat);Prmt7(1304869 - Rat);Prnp(3410 - Rat);Ptpn5(3448 - Rat);Pwp2(1582817 - Rat);Rfxank(1311390 - Rat);Rrp1(1307286 - Rat);Rrp1b(1305633 - Rat);Saa3(1594860 - Rat);Saa4(1307371 - Rat);Saal1(1587443 - Rat);Sacs(1307281 - Rat);Scarb2(621882 - Rat);Sdad1(1359112 - Rat);Sema6b(69278 - Rat);Sergef(1563497 - Rat);Serpini1(619896 - Rat);Shroom3(1310470 - Rat);Sik1(69407 - Rat);Slc25a42(1592346 - Rat);Slc7a6os(708394 - Rat);Spty2d1(2319415 - Rat);Stbd1(1311800 - Rat);Sugp2(1306042 - Rat);Tbc1d24(1306143 - Rat);Tmem161a(1307703 - Rat);Tmem86a(1305749 - Rat);Tph1(3895 - Rat);Tpmt(1585162 - Rat);Tpp1(621296 - Rat);Trappc10(1311263 - Rat);Tsc1(620124 - Rat);Tsg101(3909 - Rat);Uevld(1587416 - Rat);Upf1(1589127 - Rat);Ush1c(1303329 - Rat);Uso1(621604 - Rat);Wnt3(3972 - Rat);Wnt9b(1309574 - Rat);Zdhhc13(1309736 - Rat)		term
Progressive osseous heteroplasia	DOID:0111535	6	Bglap(2206 - Rat);Bmp4(2213 - Rat);Ctnnb1(70487 - Rat);Gnas(2716 - Rat);Sparc(3742 - Rat);Spp1(3752 - Rat)		term
Progressive pseudorheumatoid arthropathy of childhood	DOID:0090004	1	Ccn6(1564120 - Rat)		term
Progressive supranuclear palsy	DOID:678	11	Eif2ak3(70884 - Rat);Map2k6(620666 - Rat);Mapt(69329 - Rat);Mobp(3101 - Rat);Nat2(70492 - Rat);Ogg1(621168 - Rat);Sod1(3731 - Rat);Srsf2(1359422 - Rat);Stx6(61915 - Rat);Tardbp(1310906 - Rat);Tra2b(619886 - Rat)		term
Prolactinoma	DOID:5394	10	Bmp4(2213 - Rat);Cebpd(2328 - Rat);Hpgd(620087 - Rat);Lrp2(68407 - Rat);Men1(3078 - Rat);Myc(3130 - Rat);Nog(3183 - Rat);Npy5r(3199 - Rat);Prl(3403 - Rat);Ptgs2(620349 - Rat)		term
Prolactinoma	HP:0040278	0			term
Prolidase deficiency	DOID:0111540	1	Pepd(1594571 - Rat)		term
Propionic acidemia	DOID:14701	4	Ggact(1304748 - Rat);Pcca(3264 - Rat);Pccb(3265 - Rat);Uqcrfs1(628838 - Rat)		term
Propionic acidemia	HP:0003571	0			term
Propionyl-CoA carboxylase deficiency	HP:0003353	0			term
Proteus syndrome	DOID:13482	2	Akt1(2081 - Rat);Pten(61995 - Rat)		term
Prothrombin deficiency	DOID:2235	2	F2(61996 - Rat);F7(628678 - Rat)		term
Protoplasmic astrocytoma	DOID:7008	0			term
Proximal myopathy with focal depletion of mitochondria	DOID:9005430	0			term
Proximal renal tubular acidosis	HP:0002049	0			term
Proximal spinal muscular atrophy	HP:0006959	0			term
Proximal symphalangism	DOID:0050788	6	Abca1(631344 - Rat);Bscl2(1308135 - Rat);Gdf5(620102 - Rat);Gng3(620805 - Rat);Hnf1a(3828 - Rat);Nog(3183 - Rat)		term
Proximal symphalangism	HP:0100264	0			term
Prune belly syndrome	DOID:0060889	3	Chrm3(2343 - Rat);Flna(1560614 - Rat);Myocd(631347 - Rat)		term
Pseudoachondroplasia	DOID:0080047	2	Comp(2378 - Rat);Tor1a(628863 - Rat)		term
Pseudoaminopterin syndrome	DOID:9004847	0			term
Pseudodiastrophic dysplasia	DOID:9000261	0			term
Pseudohypoaldosteronism	DOID:4479	14	Cul3(1308190 - Rat);Dclk2(1308384 - Rat);Gnas(2716 - Rat);Klhl3(1565218 - Rat);Ltbr(1309448 - Rat);Nr3c2(3094 - Rat);Scnn1a(3639 - Rat);Scnn1b(3640 - Rat);Scnn1g(3641 - Rat);Stk39(621643 - Rat);Stx16(1309423 - Rat);Tnfrsf1a(621237 - Rat);Wnk1(621141 - Rat);Wnk4(631401 - Rat)		term
Pseudohypoaldosteronism	HP:0008242	0			term
Pseudohypoparathyroidism	DOID:4184	4	Gnas(2716 - Rat);Pth1r(3442 - Rat);Pthlh(3441 - Rat);Stx16(1309423 - Rat)		term
Pseudohypoparathyroidism	HP:0000852	0			term
Pseudomyxoma peritonei	DOID:3559	0			term
Pseudopapilledema	DOID:1392	0			term
Pseudopapilledema	HP:0000538	0			term
Pseudopseudohypoparathyroidism	DOID:4183	1	Gnas(2716 - Rat)		term
Pseudosarcomatous fibromatosis	DOID:7327	0			term
Pseudo-TORCH syndrome	DOID:9002061	3	Ocln(620089 - Rat);Stat2(1311649 - Rat);Usp18(1359153 - Rat)		term
Pseudotumor cerebri	DOID:11459	0			term
Pseudovaginal perineoscrotal hypospadias	DOID:9001561	1	Srd5a2(621480 - Rat)		term
Pseudoxanthoma elasticum	DOID:2738	18	Abcc1(3112 - Rat);Abcc2(2366 - Rat);Abcc6(620268 - Rat);Abcc6<sup>em2Qlju</sup>(10413846 - Rat);Abcc6<sup>em3Qlju</sup>(10413847 - Rat);Abcc6<sup>em4Qlju</sup>(10413848 - Rat);Cat(2279 - Rat);Cep20(1305823 - Rat);Eln(67394 - Rat);Ggcx(68383 - Rat);Gpx1(2729 - Rat);Mmp2(621316 - Rat);Myh11(3136 - Rat);Nde1(620038 - Rat);Sod2(3732 - Rat);Vegfa(619991 - Rat);Xylt1(620093 - Rat);Xylt2(619765 - Rat)	SD-<i>Abcc6<sup>em2-</sup></i>/<i>Abcc6<sup>em2-</sup></i>(10413852)|SD-<i>Abcc6<sup>em3-</sup></i>/<i>Abcc6<sup>em3-</sup></i>(10413854)|SD-<i>Abcc6<sup>em4-</sup></i>/<i>Abcc6<sup>em4-</sup></i>(10413856)	term
PTEN hamartoma tumor syndrome	DOID:0080191	33	Acta2(621676 - Rat);Akt1(2081 - Rat);Ankrd22(1307862 - Rat);Atad1(1308570 - Rat);Bmpr1a(70989 - Rat);Ccnh(69419 - Rat);Egfr(2543 - Rat);Fam25a(1584388 - Rat);Fgfr2(2611 - Rat);Glud1(2708 - Rat);Gnb4(1359321 - Rat);Kcnmb3(1311852 - Rat);Klln(7720631 - Rat);Lipf(708441 - Rat);Lipj(2321667 - Rat);Lipk(1309724 - Rat);Lipm(1304912 - Rat);Lipn(1560354 - Rat);Mfn1(621460 - Rat);Minpp1(3089 - Rat);Mmrn2(1311461 - Rat);Papss2(1307012 - Rat);Pik3ca(620916 - Rat);Pten(61995 - Rat);Rasa1(3537 - Rat);Rint1(1560433 - Rat);Rnls(1309804 - Rat);Sdhb(1308598 - Rat);Sec23b(1310699 - Rat);Shld2(1565067 - Rat);Sncg(70996 - Rat);Stambpl1(1583011 - Rat);Zfp639(1585689 - Rat)		term
Pudendal neuralgia	DOID:9003380	0			term
Pulmonary alveolar microlithiasis	DOID:12117	1	Slc34a2(620889 - Rat)		term
Pulmonary arterial hypertension	DOID:9001820	76	Abca3(1307174 - Rat);Abi2(628771 - Rat);Acvrl1(2029 - Rat);Ahr(2074 - Rat);Als2(1310372 - Rat);Aox1(620528 - Rat);Atp13a3(1590881 - Rat);Axin2(69259 - Rat);Bmpr1a(70989 - Rat);Bmpr1b(1595863 - Rat);Bmpr2(71082 - Rat);Bzw1(735129 - Rat);C2cd6(1565450 - Rat);Carf(1306822 - Rat);Casp8(620945 - Rat);Cav1(2280 - Rat);Cd28(2299 - Rat);Cdh2(69280 - Rat);Cdk15(1306205 - Rat);Cflar(620847 - Rat);Clk1(1311469 - Rat);Ctla4(61975 - Rat);Ctnnd1(1305643 - Rat);Cyp20a1(735221 - Rat);Ddah1(70968 - Rat);Ddah1<sup>em1Ywxu</sup>(151347606 - Rat);Eif2ak4(1311439 - Rat);Eng(1593188 - Rat);Fam117b(1307676 - Rat);Flacc1(1359362 - Rat);Fzd7(2321905 - Rat);Gdf2(1586196 - Rat);Gjb2(728891 - Rat);Hycc2(1309752 - Rat);Hydin(1562254 - Rat);Ica1l(735110 - Rat);Icos(620123 - Rat);Impa1(69254 - Rat);Itga5(2925 - Rat);Kcna5(2953 - Rat);Kcnk3(61997 - Rat);Kctd18(1564820 - Rat);Mir221(2325451 - Rat);Mpp4(620016 - Rat);Nbeal1(1594799 - Rat);Ndufb3(1310737 - Rat);Nif3l1(1310329 - Rat);Nop58(620484 - Rat);Notch1(3187 - Rat);Notch3(620761 - Rat);Orc2(1311844 - Rat);Park7(621808 - Rat);Phf6(2323526 - Rat);Pms2(1305483 - Rat);Ppil3(631415 - Rat);Raph1(1308387 - Rat);Sgo2(1308450 - Rat);Smad4(3033 - Rat);Smad9(71004 - Rat);Sod2(3732 - Rat);Sod3(3733 - Rat);Sod3<i><sup>m1Mcwi</sup></i>(1599567 - Rat);Sox17(1305371 - Rat);Spats2l(1309930 - Rat);Stradb(1559449 - Rat);Sumo1(1306919 - Rat);Tbx4(1309057 - Rat);Tgfbr1(3852 - Rat);Tmem237(1306705 - Rat);Topbp1(1562949 - Rat);Trak2(620915 - Rat);Trpc4(621276 - Rat);Trpc4<sup>Tn(sb)Tngen</sup>(126848808 - Rat);Twist1(621455 - Rat);Vim(621646 - Rat);Wdr12(735072 - Rat)	F344-<i>Trpc4<sup>Tn(sb)1</sup></i>(126848804)|SD-<i>Ddah1<sup>em1</sup></i>(151347605)|SS-<i>Sod3<sup>m1</i></sup>(1599758)	term
Pulmonary arterial hypertension	HP:0002092	0			term
Pulmonary arteriovenous malformation	HP:0006548	0			term
Pulmonary arteriovenous malformation	MP:0010480	0			term
Pulmonary artery hypoplasia	HP:0004971	0			term
Pulmonary artery hypoplasia	MP:0010460	0			term
Pulmonary atresia with ventricular septal defect	DOID:9008298	0			term
Pulmonary blastoma	DOID:4765	26	Asb2(1306414 - Rat);Btbd7(1306262 - Rat);Cox8c(727840 - Rat);Ddx24(727929 - Rat);Dicer1(1309381 - Rat);Fam181a(6504274 - Rat);Fgf9(2610 - Rat);Gsc(631425 - Rat);Ifi27(69404 - Rat);Ifi27l2b(1559721 - Rat);Otub2(1306688 - Rat);Ppp4r4(1560932 - Rat);Prima1(1583978 - Rat);Serpina1(3326 - Rat);Serpina10(621220 - Rat);Serpina11(1359239 - Rat);Serpina12(708485 - Rat);Serpina1f(1307899 - Rat);Serpina3n(3747 - Rat);Serpina4(708581 - Rat);Serpina5(619817 - Rat);Serpina6(1595901 - Rat);Serpina9(1304789 - Rat);Ubr7(1359144 - Rat);Unc79(1311117 - Rat);Yy1(3982 - Rat)		term
Pulmonary capillary hemangiomatosis	HP:0005954	0			term
Pulmonary venoocclusive disease	DOID:5453	9	Atf4(621863 - Rat);Bmpr2(71082 - Rat);Ddit3(62391 - Rat);Eif2ak2(3402 - Rat);Eif2ak3(70884 - Rat);Eif2ak4(1311439 - Rat);Erg(621108 - Rat);Hmox1(2806 - Rat);Kcnk3(61997 - Rat)		term
Pulverulent cataract	HP:0010693	0			term
Punctate palmoplantar hyperkeratosis	HP:0007530	0			term
Punctate palmoplantar keratoderma	DOID:0060361	2	Aagab(621601 - Rat);Brca1(2218 - Rat)		term
Pure autonomic failure	DOID:9005649	0			term
Pure hair and nail ectodermal dysplasia	DOID:0111655	2	Hoxc13(1563984 - Rat);Krt85(1303149 - Rat)		term
Purine nucleoside phosphorylase deficiency	DOID:5813	4	Apex1(2126 - Rat);Osgep(1308578 - Rat);Pip4p1(1307475 - Rat);Pnp(1597189 - Rat)		term
Pycnodysostosis	DOID:0080038	2	Ctsk(61810 - Rat);Igf1(2868 - Rat)		term
Pyknoachondrogenesis	DOID:9006020	0			term
Pyoderma gangrenosum	DOID:8553	7	Il1b(2891 - Rat);Mefv(61889 - Rat);Mmp2(621316 - Rat);Mmp9(621320 - Rat);Nlrp3(1308314 - Rat);Nod2(1306368 - Rat);Pstpip1(1307557 - Rat)		term
Pyoderma gangrenosum	HP:0025452	0			term
Pyomyositis	DOID:876	0			term
Pyridoxamine 5'-phosphate oxidase deficiency	DOID:0111329	1	Pnpo(621456 - Rat)		term
Pyridoxine-dependent epilepsy	DOID:0080768	17	Aldh7a1(1308614 - Rat);Ctxn3(2300148 - Rat);Fbn2(620910 - Rat);Gad1(2652 - Rat);Grin2a(2737 - Rat);LOC100174910(2299854 - Rat);Lmnb1(620522 - Rat);Marchf3(1359308 - Rat);Megf10(735084 - Rat);Phax(708448 - Rat);Plpbp(1308962 - Rat);Pnkp(1303331 - Rat);Pomt1(620078 - Rat);Prrc1(1565632 - Rat);Scn2a(3632 - Rat);Slc12a2(620809 - Rat);Tex43(1561039 - Rat)		term
Pyruvate decarboxylase deficiency	DOID:3649	18	Adgrg2(628618 - Rat);Apip(1564562 - Rat);Cdkl5(2324133 - Rat);Dlat(619859 - Rat);Dld(735073 - Rat);Lamb1(1306311 - Rat);Map3k15(1560603 - Rat);Nrl(1305197 - Rat);Pck2(1311112 - Rat);Pdha1(3286 - Rat);Pdhb(1359146 - Rat);Pdhx(1566332 - Rat);Pdp1(620393 - Rat);Phka2(1596945 - Rat);Pih1d2(1310503 - Rat);Ppef1(1562772 - Rat);Rs1(1642515 - Rat);Sh3kbp1(620904 - Rat)		term
Pyruvate dehydrogenase E1-beta deficiency	DOID:9004857	1	Pdhb(1359146 - Rat)		term
Pyruvate dehydrogenase E2 deficiency	DOID:9008243	2	Dlat(619859 - Rat);Pih1d2(1310503 - Rat)		term
Pyruvate dehydrogenase E3-binding protein deficiency	DOID:9003678	2	Apip(1564562 - Rat);Pdhx(1566332 - Rat)		term
Pyruvate dehydrogenase phosphatase deficiency	DOID:9005740	2	Pdhb(1359146 - Rat);Pdp1(620393 - Rat)		term
Q fever	DOID:11100	6	Ada(2031 - Rat);Dhcr24(1306529 - Rat);Flot1(70991 - Rat);Hmgcr(2803 - Rat);Ldlr(2998 - Rat);Lss(620955 - Rat)		term
Quadricuspid aortic valve	HP:0031655	0			term
Quebec platelet disorder	DOID:0111050	1	Plau(3343 - Rat)		term
Rabies	DOID:11260	4	Camk2n1(708430 - Rat);Cd274(1566211 - Rat);Ncam1(67378 - Rat);Nefh(3159 - Rat)		term
Raine syndrome	DOID:9000666	1	Fam20c(1311980 - Rat)		term
Ramon syndrome	DOID:9005980	0			term
RAPADILINO syndrome	DOID:0050774	1	Recql4(1307732 - Rat)		term
Rapidly involuting congenital hemangioma	DOID:0080895	0			term
Rasmussen subacute encephalitis	DOID:9008708	0			term
RASopathy	DOID:0080690	94	Abcg4(1305840 - Rat);Apaf1(620575 - Rat);Arf6(621279 - Rat);Arhgef2(1304659 - Rat);Arhgef33(1560224 - Rat);Atl2(1305125 - Rat);Bbip1(6498801 - Rat);Braf(619908 - Rat);C1qtnf5(1308802 - Rat);C2cd2l(1310281 - Rat);Cbl(1561386 - Rat);Ccdc153(1305351 - Rat);Cdc42(71043 - Rat);Creb3l3(1308152 - Rat);Cyp1b1(2460 - Rat);Dhx57(1310340 - Rat);Dmpk(1309825 - Rat);Dnaaf2(1310311 - Rat);Dpagt1(735124 - Rat);Epha2(1307204 - Rat);F11(1309364 - Rat);Galm(1359459 - Rat);Gemin6(1311168 - Rat);Gjb2(728891 - Rat);Hinfp(1311492 - Rat);Hnrnpll(1305861 - Rat);Hras(2827 - Rat);Igf1(2868 - Rat);Igfals(68429 - Rat);Kat6b(1566399 - Rat);Khdc4(1565775 - Rat);Klhdc1(1308211 - Rat);Klhdc2(1306504 - Rat);Kras(2981 - Rat);Lamtor2(1562501 - Rat);Lmna(620456 - Rat);Lrrc56(1311654 - Rat);Lztr1(1309100 - Rat);Map2k1(70495 - Rat);Map2k2(61888 - Rat);Mapk1(70500 - Rat);Mcam(620463 - Rat);Mex3a(1564904 - Rat);Mfrp(1307477 - Rat);Mkrn2(1310618 - Rat);Morn2(1563988 - Rat);Mras(3111 - Rat);Nectin1(620791 - Rat);Nemf(2315525 - Rat);Nf1(3168 - Rat);Nherf4(1559807 - Rat);Nlrx1(1311293 - Rat);Nras(3205 - Rat);Oaf(1305890 - Rat);Pdcd4(620816 - Rat);Pik3ca(620916 - Rat);Plat(3342 - Rat);Plg(619893 - Rat);Pole2(1311962 - Rat);Pou2f3(621691 - Rat);Pparg(3371 - Rat);Ppp1cb(3376 - Rat);Ppp1r13l(1593681 - Rat);Pten(61995 - Rat);Ptpn11(3447 - Rat);Rab25(1308447 - Rat);Raf1(3531 - Rat);Rasa2(3538 - Rat);Rbm20(1307427 - Rat);Rit1(1559874 - Rat);Rnf26(1305953 - Rat);Rpl6(619826 - Rat);Rras(1311443 - Rat);Rras2(1310793 - Rat);Rreb1(1310904 - Rat);Rxfp4(2322332 - Rat);Serpine1(3249 - Rat);Shoc2(1308146 - Rat);Smc3(62006 - Rat);Snapc5(1582813 - Rat);Sos1(1310949 - Rat);Sos2(620435 - Rat);Spred1(1308735 - Rat);Spred2(1309304 - Rat);Srsf7(1307425 - Rat);Ssr2(1308365 - Rat);Thy1(3860 - Rat);Tmem40(1587025 - Rat);Tnnt2(3882 - Rat);Trim29(1307858 - Rat);Tsen2(1309946 - Rat);Ubqln4(1308273 - Rat);Usp2(621073 - Rat);Vcpkmt(7565188 - Rat)		term
Raynaud-Claes syndrome	DOID:0112060	1	Clcn4(708381 - Rat)		term
Reactive arthritis	DOID:6196	5	Cyp1a1(2458 - Rat);RT1-CE13(1359196 - Rat);Sod2(3732 - Rat);Tap1(3817 - Rat);Tap2(3818 - Rat)		term
Recombinant chromosome 8 syndrome	DOID:9003884	0			term
Recurrent respiratory papillomatosis	DOID:9002780	7	Cd274(1566211 - Rat);Foxp3(1562112 - Rat);Nlrp1a(1310963 - Rat);Pdcd1(1311658 - Rat);RT1-Bb(3469 - Rat);RT1-Db1(1593282 - Rat);Tap1(3817 - Rat)		term
Reflex epilepsy	DOID:2548	3	Abat(620948 - Rat);Kcnj10(61822 - Rat);Trpv1(628841 - Rat)	SD-<i>GEPR-3</i>(13450922)|SD-<i>GEPR-9</i>(12738218)	term
Reflex sympathetic dystrophy	DOID:1811	0			term
Refractory anemia	DOID:9000300	32	Abcb7(1303086 - Rat);Alad(2083 - Rat);Alas2(2084 - Rat);Apex2(1565983 - Rat);Arsa(1310381 - Rat);Birc5(70499 - Rat);C3(2232 - Rat);Calr(620288 - Rat);Cfb(2204 - Rat);Dnm1l(620416 - Rat);Flt3lg(2322792 - Rat);Gdf15(2674 - Rat);Glrx5(1308383 - Rat);Hfe(2793 - Rat);Hscb(1311005 - Rat);Hspa9(1311806 - Rat);Lars2(1308429 - Rat);Mt-atp6(621239 - Rat);Mt-co1(621871 - Rat);Pus1(1311871 - Rat);Slc11a2(3684 - Rat);Slc25a38(1311914 - Rat);Sod2(3732 - Rat);Tbxas1(3826 - Rat);Tcn2(620681 - Rat);Tert(70494 - Rat);Tet2(1311625 - Rat);Tfrc(70488 - Rat);Tnf(3876 - Rat);Trnt1(1308857 - Rat);Yars2(1311696 - Rat);Ybx1(61843 - Rat)		term
Refractory anemia	HP:0005505	0			term
Refractory anemia with ringed sideroblasts	HP:0004828	0			term
Refractory celiac disease	DOID:9002592	0			term
Refsum disease	DOID:10582	25	Cnpy3(1597709 - Rat);Creb3l1(1359613 - Rat);Cry2(620935 - Rat);Dgkz(70929 - Rat);Frey1(1563263 - Rat);Gatad1(1562004 - Rat);Gnmt(2719 - Rat);Large2(735214 - Rat);Mapk8ip1(70937 - Rat);Ndrg1(1307303 - Rat);Pex1(1559939 - Rat);Pex10(1591776 - Rat);Pex11b(1310353 - Rat);Pex12(620757 - Rat);Pex13(1310682 - Rat);Pex16(1311372 - Rat);Pex2(61814 - Rat);Pex26(1584998 - Rat);Pex6(621637 - Rat);Pex7(1308483 - Rat);Phf21a(1560612 - Rat);Phyh(620317 - Rat);Ppp2r5d(1306666 - Rat);Ptcra(621388 - Rat);Slc35c1(1309463 - Rat)		term
RELA fusion-positive ependymoma	DOID:0080892	0			term
Relapsing fever	DOID:13034	0			term
Relapsing polychondritis	DOID:2556	2	Ifng(2866 - Rat);Tnf(3876 - Rat)		term
Renal agenesis	DOID:14766	18	Bicc1(1307459 - Rat);Bltp1(1307100 - Rat);Cftr(2332 - Rat);Ctu2(1562594 - Rat);Eya1(1584849 - Rat);Fgf20(71068 - Rat);Fras1(1306516 - Rat);Frem1(1306981 - Rat);Gfra1(2681 - Rat);Greb1l(1562371 - Rat);Ift25(1596413 - Rat);Itga8(621634 - Rat);Npnt(1593709 - Rat);Piezo1(1308822 - Rat);Ret(3556 - Rat);Robo1(61941 - Rat);Sall1(1309916 - Rat);Upk3a(1310633 - Rat)		term
Renal agenesis	HP:0000104	0			term
